date,score_mean_10,sentiment_twitter_10,close,Year,Month,Week,Day,Dayofweek,Dayofyear,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start
2019/1/15,0.03401,-0.010320411,67,2019,1,3,15,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/1/16,0,0.017000109,68.956001,2019,1,3,16,2,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/1/17,0,0.033940289,69.241997,2019,1,3,17,3,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/1/18,-0.0335,0.025620539,64.599998,2019,1,3,18,4,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/1/22,-0.12946,0.012903429,60.964001,2019,1,4,22,1,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/1/23,-0.08996,-0.008989911,58.5,2019,1,4,23,2,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/1/24,-0.1009,-0.032420071,56.605999,2019,1,4,24,3,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/1/25,-0.14109,-0.029927801,58.877998,2019,1,4,25,4,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/1/28,-0.08315,-0.060501301,58.582001,2019,1,5,28,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/1/29,-0.14801,-0.06468035,59.054001,2019,1,5,29,1,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/1/30,-0.14801,-0.04035992,60.09,2019,1,5,30,2,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/1/31,-0.07583,-0.03919008,60.200001,2019,1,5,31,3,31,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/2/1,-0.03564,-0.03851196,61.084,2019,2,5,1,4,32,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2019/2/4,0.04847,-0.00623696,62.596001,2019,2,6,4,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/2/5,0.09981,0.02741379,62.498001,2019,2,6,5,1,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/2/6,0.18506,0.05375834,63.917999,2019,2,6,6,2,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/2/7,0.16975,0.06767074,62.66,2019,2,6,7,3,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/2/8,0.06974,0.04889671,61.366001,2019,2,6,8,4,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/2/11,0.1346,0.09819931,62.32,2019,2,7,11,0,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/2/12,0.19698,0.09173051,63.240002,2019,2,7,12,1,43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/2/13,0.08832,0.06792556,62.470001,2019,2,7,13,2,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/2/14,-0.00414,0.0379919,60.675999,2019,2,7,14,3,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/2/15,0,0.0462786,60.900002,2019,2,7,15,4,46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/2/19,0.0494,0.0030361,61.312,2019,2,8,19,1,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/2/20,-0.08131,-0.02417093,60.882,2019,2,8,20,2,51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/2/21,-0.10619,-0.04974778,60.362,2019,2,8,21,3,52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/2/22,-0.0527,-0.03896543,58.897999,2019,2,8,22,4,53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/2/25,0.01047,-0.02357762,59.582001,2019,2,9,25,0,56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/2/26,-0.00484,-0.06645844,58.444,2019,2,9,26,1,57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/2/27,-0.06722,-0.03245774,60.355999,2019,2,9,27,2,58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/2/28,-0.03074,-0.02020429,63.784,2019,2,9,28,3,59,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/1,0.06172,3.68E-05,61.388,2019,3,9,1,4,60,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2019/3/4,-0.02207,-0.01879152,59.624001,2019,3,10,4,0,63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/5,-0.14572,-0.01016197,56.400002,2019,3,10,5,1,64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/6,0,-0.01207447,55.296001,2019,3,10,6,2,65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/7,-0.10585,0.00668381,55.768002,2019,3,10,7,3,66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/8,-0.05808,0.00475419,55.382,2019,3,10,8,4,67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/11,-0.05639,0.00859578,56.703999,2019,3,11,11,0,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/12,0,0.004624,57.298,2019,3,11,12,1,71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/13,-0.04108,-0.0323652,56.779999,2019,3,11,13,2,72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/14,-0.16168,-0.04889505,58.490002,2019,3,11,14,3,73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/15,-0.16168,-0.05096706,56.702,2019,3,11,15,4,74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/18,-0.11062,-0.05443941,55.200001,2019,3,12,18,0,77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/19,-0.06295,-0.04684043,53.5,2019,3,12,19,1,78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/20,0,-0.043366514,53.938,2019,3,12,20,2,79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/21,0.01109,-0.044881094,54.52,2019,3,12,21,3,80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/22,0,-0.054553284,54.515999,2019,3,12,22,4,81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/25,0.02389,-0.069705014,51.942001,2019,3,13,25,0,84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/26,-0.03919,-0.047387074,52.888,2019,3,13,26,1,85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/27,-0.03919,-0.036331224,53.75,2019,3,13,27,2,86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/28,-0.04067,-0.030095134,55.431999,2019,3,13,28,3,87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/3/29,0,-0.027156574,55.740002,2019,3,13,29,4,88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/1,0.01927,-0.023831514,56.523998,2019,4,14,1,0,91,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2019/4/2,0.13987,-0.012655054,57.66,2019,4,14,2,1,92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/3,0,-0.012642887,57.464001,2019,4,14,3,2,93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/4,-0.04914,-0.028059387,52.377998,2019,4,14,4,3,94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/5,-0.1252,-0.015259837,53.972,2019,4,14,5,4,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/8,-0.15702,-0.030105907,55.537998,2019,4,15,8,0,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/9,-0.1297,-0.047897257,54.330002,2019,4,15,9,1,99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/10,-0.05786,-0.042717157,55.348,2019,4,15,10,2,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/11,-0.13285,-0.059100497,53.66,2019,4,15,11,3,101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/12,-0.09231,-0.058240837,54.043999,2019,4,15,12,4,102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/15,-0.34435,-0.045801337,53.726002,2019,4,16,15,0,105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/16,-0.11361,-0.036890227,53.150002,2019,4,16,16,1,106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/17,-0.07775,-0.03136424,54.950001,2019,4,16,17,2,107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/18,-0.04969,-0.02481124,54.245998,2019,4,16,18,3,108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/22,-0.12408,-0.04467303,53.799999,2019,4,17,22,0,112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/23,-0.24359,-0.02660397,52.029999,2019,4,17,23,1,113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/24,-0.20042,-0.01409101,52.77,2019,4,17,24,2,114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/25,-0.24556,-0.03032246,51,2019,4,17,25,3,115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/26,-0.18307,-0.02907776,49.299999,2019,4,17,26,4,116,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/29,-0.14378,-0.02615739,47.172001,2019,4,18,29,0,119,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019/4/30,-0.07831,-0.04805435,48.411999,2019,4,18,30,1,120,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
